"Mob.curtis",2051
"Cor.accoln",38284
"Cor.acacid",38285
"Cor.afrme3",38286
"Cor.afrme2",38286
"Cor.afrmen",38286
"Cor.ammoni",1697
"Cor.ammon2",1697
"Cor.asperm",43765
"Cor.amycol",43765
"Cor.amyco2",43765
"Cor.argent",42817
"Cor.bovis2",36808
"Cor.bovis",36808
"Cor.bovis3",36808
"Cor.callu2",1721
"Cor.callun",1721
"Cor.coylei",53374
"Cor.cystt3",35757
"Cor.cysttd",35757
"Cor.cystt2",35757
"Cor.dipht2",1717
"Cor.diphth",1717
"Cor.fastid",38287
"Cor.flaves",28028
"Cor.flave2",28028
"Cor.gental",38288
"Cor.seminl",39791
"Cor.glucur",39791
"Cor.gluta4",1718
"Cor.gluta3",1718
"Cor.gluta2",1718
"Cor.glutam",1718
"Cor.jeike2",38289
"Cor.jeikei",38289
"Cor.kutsc3",35755
"Cor.kutsch",35755
"Cor.kutsc2",35755
"Cor.macgin",38290
"Cor.matruc",43768
"Cor.matru2",43768
"Cor.minsi3",38301
"Cor.minsi2",38301
"Cor.minsim",38301
"Cor.mycet2",38302
"Cor.mycetd",38302
"Cor.pilosm",35756
"Cor.pilos3",35756
"Cor.pilos2",35756
"Cor.propnq",43769
"Cor.propn2",43769
"Cor.psdpht",37637
"Cor.psdph2",37637
"Cor.psgeni",38303
"Cor.pstub5",1719
"Cor.pstub7",1719
"Cor.pstub3",1719
"Cor.pstub6",1719
"Cor.pstubr",1719
"Cor.pstub2",1719
"Cor.pstub4",1719
"Cor.renal2",1724
"Cor.renale",1724
"Cor.renal3",1724
"Cor.renal7",1724
"Cor.renal5",1724
"Cor.renal6",1724
"Cor.renal4",1724
"Cor.segmnt",43990
"Cor.auris",44750
"Cor.spG-2",1720
"Cor.G4330",1720
"Cor.G5911",1720
"Cor.striat",43770
"Cor.stria2",43770
"Cor.tuberc",38304
"Cor.ulcer3",1717
"Cor.ulcern",65058
"Cor.ulcer2",65058
"Cor.urealy",43771
"Cor.ureal2",43771
"Cor.variab",1727
"Cor.vitrum",38305
"Cor.xeros4",1725
"Cor.xeros3",1725
"Cor.xerosi",1725
"Cor.xeros5",1725
"Cub.psychp",41988
"Tur.otitid",29321
"Dz.maris3",37915
"Dz.maris",37915
"Dz.maris2",37915
"Gor.aichi2",36820
"Gor.aichie",36820
"Gor.amara3",36821
"Gor.amara2",36821
"Gor.amarae",36821
"Gor.bronc4",2054
"Gor.bronc2",2054
"Gor.hyphob",40516
"Gor.rubpe2",36822
"Gor.rubper",36822
"Gor.sputi2",36823
"Gor.sputi3",36823
"Gor.sputi4",36823
"Rco.chbuen",36823
"Gor.sputi",36823
"Gor.terra3",2055
"Gor.terrae",2055
"Gor.terra2",2055
"Myb.lenfl3",141349
"Myb.aichie",1799
"Myb.asiati",1790
"Myb.asiat2",1790
"Myb.aurum",1791
"Myb.aurum2",1791
"Myb.avium3",1764
"Myb.aviu11",1764
"Myb.aviu10",1764
"Myb.aviu26",1764
"Myb.avium1",1764
"Myb.avium4",1764
"Myb.aviu35",1764
"Myb.aviu34",1764
"Myb.aviu38",1764
"Myb.avium2",1764
"Myb.aviu18",1764
"Myb.aviu14",1764
"Myb.aviu16",1764
"Myb.aviu17",1764
"Myb.aviu15",1764
"Myb.aviu20",1764
"Myb.aviu19",1764
"Myb.aviu13",1764
"Myb.aviumT",1764
"Myb.intr83",1767
"Myb.int118",1767
"Myb.intr23",1767
"Myb.int113",1767
"Myb.int119",1767
"Myb.intcel",1767
"Myb.scrofu",1783
"Myb.celatm",28045
"Myb.celat2",28045
"Myb.celat3",28045
"Myb.absce2",36809
"Myb.chita1",1792
"Myb.chita3",1792
"Myb.chita2",1792
"Myb.chlph3",37916
"Myb.chlph2",37916
"Myb.chlphe",37916
"Myb.chuben",1800
"Myb.conflu",28047
"Myb.conspc",44010
"Myb.cookii",1775
"Myb.diernh",1801
"Myb.fallax",1793
"Myb.farcin",1802
"Myb.flaves",1776
"Myb.flave2",1776
"Myb.fortui",1766
"Myb.chelo2",1774
"Myb.gadium",1794
"Myb.gadiu2",1794
"Myb.gastri",1777
"Myb.genave",36812
"Myb.gilvu2",1804
"Myb.gilvum",1804
"Myb.gordon",1778
"Myb.gordo2",1778
"Myb.haemp2",29311
"Myb.haemph",29311
"Myb.hassia",46351
"Myb.hibern",29314
"Myb.hodler",49897
"Myb.intjec",33895
"Myb.inmedm",28445
"Myb.kansas",1768
"Myb.kansa2",1768
"Myb.komoss",1779
"Myb.lepra2",1769
"Myb.lepra3",1769
"Myb.lepra7",1769
"Myb.leprae",1769
"Myb.leprae.GEN",1769
"Myb.malmo1",1780
"Myb.malmo2",1780
"Myb.marinm",1781
"Myb.neoaur",1795
"Myb.nonchr",1782
"Myb.nonch2",1782
"Myb.obuens",1807
"Myb.senega",1796
"Myb.shimo2",29313
"Myb.simiae",1784
"Myb.smegm1",1772
"Myb.int937",1785
"Myb.chromo",1785
"Myb.sp.1",1785
"Myb.brandr",43348
"Myb.lenfl2",141349
"Myb.lenfla",141349
"Myb.sp3",1785
"Myb.sp4",1785
"Myb.madaga",212765
"Myb.sp6",1785
"Myb.sp135",1785
"Myb.sp5",1785
"Myb.spPYRI",1785
"Myb.spha26",1786
"Myb.szulg2",1787
"Myb.szulga",1787
"Myb.terra1",1788
"Myb.terra2",1788
"Myb.thermo",1797
"Myb.therm2",1797
"Myb.trivia",1798
"Myb.bovis2",1765
"Myb.bovis",1765
"Myb.tuber3",1773
"Myb.tuber2",1773
"Myb.tuber4",1773
"Myb.tuber.GEN",1773
"Myb.tuber.CDC1551.G",83331
"Myb.ulcrns",1809
"Myb.ulcrn2",1809
"Myb.vaccae",1810
"Myb.xenop1",1789
"Myb.xenop3",1789
"Noc.aste05",1824
"Noc.aster3",1824
"Noc.astero",1824
"Noc.aster4",1824
"Noc.aster2",1824
"Noc.brasi2",37326
"Noc.brasi3",37326
"Noc.brasil",37326
"Noc.brevi2",37327
"Noc.brevic",37327
"Noc.carne2",37328
"Noc.carne3",37328
"Noc.carnea",37328
"Noc.farci2",37329
"Noc.farci3",37329
"Noc.farci4",37329
"Noc.farci5",37329
"Noc.farcin",37329
"Noc.nova2",37330
"Noc.nova",37330
"Noc.otiti2",1823
"Noc.otitid",1823
"Noc.otiti3",1823
"Noc.serio2",37332
"Noc.seriol",37332
"Noc.trnsv2",37333
"Noc.trnsv3",37333
"Noc.trnsvl",37333
"Noc.vaccn2",1822
"Noc.vaccni",1822
"Rco.coprp2",38310
"Rco.coprph",38310
"Noc.corbac",53972
"Cor.hoagii",43767
"Rco.equi5",43767
"Rco.equi",43767
"Rco.equi3",43767
"Rco.equi4",43767
"Rco.equi6",43767
"Rco.equi2",43767
"Rco.erthrs",1833
"Rco.eryth5",1833
"Rco.erythr",1833
"Rco.eryth3",1833
"Rco.eryth4",1833
"Rco.erythropolis",1833
"Rco.fascia",1828
"Rco.fasci4",1828
"Rco.fasci3",1828
"Rco.fasci2",1828
"Rco.luteus",1828
"Rco.globe3",33008
"Rco.glober",33008
"Rco.globe2",33008
"Rco.globe4",33008
"Rco.marnas",38311
"Rco.marna2",38311
"Rco.opacu3",37919
"Rco.opacu2",37919
"Rco.opacus",37919
"Rco.percol",45461
"Rco.rhodn4",38312
"Rco.rhodni",38312
"Rco.rhodn2",38312
"Rco.rhodn3",38312
"Rco.rhodo3",1829
"Rco.rhodo4",1829
"Rco.rhodochrous",1829
"Rco.rhodo2",1829
"Rco.ruber",1830
"Rco.sp33",1831
"Rco.spP6",1831
"Rco.GH557",1831
"Rco.spM5",1831
"Rco.sp8",1831
"Rco.zopfii",43772
"Tsu.inchon",42777
"Tsu.pauro3",2061
"Tsu.pauro2",2061
"Tsu.pauro6",2061
"Tsu.pauro5",2061
"Tsu.pauro4",2061
"Tsu.pulmon",47312
"Tsu.wrtslv",44752
"Noc.pinens",39122
"Acdt.cellu",28049
"Fra.spORS",1855
"Fra.spN14a",1855
"Fra.spAg45",1855
"Fra.sp.L27",1855
"Fra.spArI4",1855
"Fra.SCN10a",1855
"Fra.spEa1",1855
"Fra.spHR27",1855
"Fra.spDrya",1855
"Fra.spARgP",1855
"Fra.spAVN1",1855
"Fra.spG48",1855
"Fra.spACoN",1855
"Fra.spAgB1",1855
"Blc.aggreg",38502
"Gdp.obscud",1861
"Gdp.obscuo",1861
"Gdp.obscurus.X92357",1861
"Gdp.obscu2",1861
"Knc.aurnat",37633
"Knc.aurna2",37633
"Ks.auranti",49185
"Kin.AS3642",83782
"Sch.polmor",35751
"Brb.casei",33889
"Brb.epider",1698
"Brb.helvol",1704
"Brb.iodini",31943
"Brb.iodin2",31943
"Brb.linens",1703
"Brb.linen2",1703
"Cllm.biazo",1709
"Cllm.clsea",43670
"Cllm.fermn",43671
"Cllm.fimi",1708
"Cllm.flavi",1711
"Cllm.gelid",1712
"Cllm.homin",156981
"Cllm.turba",1713
"Cllm.uda",1714
"Cllm.cllul",1710
"Bcb.alimnt",47845
"Bcb.conglm",47846
"Bcb.faecim",43669
"Bcb.faeci2",43669
"Bcb.nester",47847
"Bcb.tyfrmn",47848
"Drb.homini",36740
"Drb.homin2",36740
"Drb.sp1",37640
"Drb.sp2",37640
"Dc.nishino",1274
"Ky.sedntrs",1276
"Der.congo2",1863
"Der.congol",1863
"Trb.tumesn",60443
"Trb.tumes2",60443
"Jns.denitr",43674
"Ac.jenensi",46353
"Agmy.ceri2",33878
"Agmy.cerin",33878
"Agmy.fuco2",41985
"Agmy.medi4",41986
"Agmy.medi5",41986
"Agmy.medio",41986
"Agmy.medi2",41986
"Agmy.medi3",41986
"Agmy.ramos",33879
"Agmy.succi",41987
"Clv.michg9",28447
"Clv.michg4",28447
"Clv.michg6",28447
"Clv.michg2",28447
"Clv.michgn",28447
"Clv.michg5",28447
"Clv.michg8",28447
"Clv.michg7",28447
"Clv.mich10",28447
"Clv.mich12",28447
"Cub.citreu",2036
"Cub.luteum",33881
"Cor.aquat2",144185
"Cor.aquati",144185
"Clv.xyli",1575
"Mbm.arbors",33883
"Mbm.arbor2",33883
"Mbm.aurum",36805
"Aub.barker",33917
"Mbm.dexlyt",36806
"Mbm.imperi",33884
"Mbm.imper2",33884
"Mbm.lactic",33885
"Mbm.lacti2",33885
"Mbm.levfor",36807
"Aub.liqfac",33918
"Aub.Mainz",51671
"Aub.testac",2033
"Rtb.ratha2",33887
"Rtb.rathay",33887
"Rtb.tritic",33888
"Arb.agilis",37921
"Arb.atcyan",37927
"Arb.auresc",43663
"Arb.citrus",1670
"Arb.crystl",37928
"Arb.globi2",1665
"Arb.globif",1665
"Arb.hstdnl",43664
"Arb.ilicis",43665
"Arb.nicnae",37929
"Arb.nicvor",29320
"Arb.oxydan",1671
"Arb.pascns",1677
"Arb.plychr",1676
"Arb.protph",37930
"Arb.ramosu",1672
"Arb.sulfur",43666
"Arb.uratox",43667
"Arb.ureafc",37931
"Kc.kristin",37923
"Kc.rosea",1275
"Kc.varians",1272
"Mic.luteus",1270
"Mic.lylae",1273
"Nk.halobia",37922
"Ren.salmon",1646
"Rot.dentoc",2047
"Stt.muclag",43675
"Prm.citrea",43677
"Prm.entphl",43678
"Sgb.suarez",60921
"Apl.aurant",47988
"Apl.brasil",52695
"Apl.cyaneu",52696
"Apl.phlppn",35752
"Apl.phlpp3",35752
"Apl.phlpp2",35752
"Apl.phlpp4",35752
"Apl.reglar",52697
"Apl.utahns",1869
"Ctl.citre2",53366
"Ctl.citrea",53366
"Ctl.citre3",53366
"Ctl.ferrug",53367
"Ctl.tsuoen",53368
"Cat.japon1",33876
"Cou.caurul",56427
"Dct.aurant",35754
"Dct.auran4",35754
"Dct.auran2",35754
"Dct.auran3",35754
"Dct.fulvum",53359
"Dct.fulvu2",53359
"Dct.matsuz",53360
"Dct.roseu3",47989
"Dct.roseum",47989
"Dct.roseu2",47989
"Dct.salmon",53361
"Dct.thailn",47849
"Dct.thail2",47849
"Dct.vinace",53362
"Dct.vinac2",53362
"Mms.aurant",47850
"Mms.carbo2",47853
"Mms.halph2",47864
"Mms.carbon",47853
"Mms.olivas",1880
"Mms.chersi",47854
"Mms.coerul",47856
"Mms.echnsp",1877
"Mms.echns3",1877
"Mms.rhodrn",1877
"Mms.echns2",1877
"Mms.purpur",1877
"Mms.halphy",47864
"Mms.inosit",47865
"Mms.preoch",47872
"Mms.brnnea",47872
"Mms.rosari",47874
"Plm.anulat",53371
"Plm.terev2",53372
"Plm.tereva",53372
"Sp.yamansh",42233
"Armb.eryth",2041
"Armb.fast2",52699
"Armb.fasti",52699
"Armb.fast3",52699
"Ncr.albus",1841
"Ncr.jensen",1843
"Ncr.jense2",1843
"Ncr.luteus",1844
"Ncr.plant2",29299
"Ncr.planta",29299
"Ncr.sp3007",35761
"Ncr.sp3005",35761
"Frd.antarc",53388
"Mcl.phpho3",29405
"Mcl.phphov",29405
"Mcl.phpho2",29405
"Mcl.spY73",39595
"Prp.acnes1",1747
"Prp.acnes",1747
"Prp.freud1",1744
"Prp.freud3",1744
"Prp.freud4",1744
"Prp.jense1",1749
"Prp.thoen1",1751
"Prf.innocu",1753
"Eub.combes",39481
"Fus.praus2",853
"Ack.ripari",39846
"Asy.mirum",40567
"Asy.mirum2",40567
"Lz.albicap",40571
"Sct.austra",2072
"Sct.coerul",33919
"Sct.longis",33920
"Sct.mutabc",33921
"Sct.mutabm",33921
"Acy.halop2",1850
"Acy.haloph",1850
"Acy.mortiv",33906
"Amy.azurea",36819
"Amy.fastid",1816
"Amy.medter",33910
"Amy.methan",1814
"Amy.orient",31958
"Amy.orien2",31958
"Amy.spM417",37632
"Kib.aridum",2030
"Kt.viridog",47990
"Amc.petrop",2075
"Psc.alni",33907
"Psc.autotr",2074
"Psc.hphobi",29401
"Psc.hcarbo",76726
"Psc.petrol",37331
"Psc.saturn",33909
"Psc.therm2",1848
"Scm.caesia",40988
"Scm.azurea",40988
"Scm.caesi2",40988
"Scm.caesi3",40988
"Scm.caesi4",40988
"Scm.caesi5",40988
"Scm.cyanea",40989
"Scm.glauc2",40990
"Scm.glauc3",40990
"Scm.glauca",40990
"Scm.sp1206",33913
"Scm.spK180",33913
"Scm.viridi",1852
"Scm.virid2",1852
"Scm.virid3",1852
"Scm.virid4",1852
"Scp.erythr",1836
"Scp.gregor",33914
"Scp.hirsu1",1837
"Scp.hordei",1838
"Scp.spA215",33915
"Th.agreste",37925
"Th.munici2",37926
"Th.municip",37926
"Stm.grislo",2064
"Stm.phosal",2065
"Stm.setae",2066
"Stm.acidsc",42234
"Stm.albflv",1886
"Stm.ambofa",1889
"Stm.bikini",1896
"Stm.bluens",33897
"Stm.bottre",42235
"Stm.caeles",36816
"Stm.canesc",53445
"Stm.coeli4",1902
"Stm.coeli2",1902
"Stm.coeli3",1902
"Stm.coelic",1902
"Stm.diast2",42236
"Stm.espino",1965
"Stm.euryth",42237
"Stm.felleu",53447
"Stm.galbu2",33898
"Stm.galbus",33898
"Stm.glauce",1907
"Stm.gouger",53448
"Stm.griseu",1911
"Stm.hyscop",1912
"Stm.intmed",53449
"Stm.limosu",1947
"Stm.lincln",1915
"Stm.livida",1916
"Stm.macspr",44032
"Stm.mashue",33904
"Stm.megspr",44060
"Stm.neygaw",42238
"Stm.nodosus",40318
"Stm.odorif",53450
"Stm.ornatu",33901
"Stm.psgris",36817
"Stm.rimosu",1927
"Stm.rutger",53451
"Stm.samps2",42239
"Stm.sampsn",42239
"Stm.scabi2",1930
"Stm.scabi3",1930
"Stm.scabie",1930
"Stm.setoni",38315
"Stm.sp770",1931
"Stm.sp772",1931
"Stm.sp773",1931
"Stm.sp3890",1931
"Stm.sp5",1931
"Stm.subrut",36818
"Stm.tnedae",1932
"Stm.thdias",44061
"Stm.thline",44033
"Stm.thvio2",1952
"Stm.thviol",1952
"Stm.thnitr",1934
"Stm.thvulg",1934
"Nrp.alba1",53437
"Nrp.alba2",53437
"Nrp.antarc",2014
"Nrp.dasson",2014
"Nrp.albrub",146802
"Nrp.lister",53440
"Nrp.lucent",53441
"Sts.corrug",35763
"Sts.corru3",35763
"Sts.corru2",35763
"Mbsp.thros",147065
"Mbsp.aerat",147065
"Mbsp.thdia",147065
"Mbsp.parva",58118
"Mbsp.ameth",58118
"Mbsp.diast",58118
"Mbsp.chrom",58118
"Mtt.fusca1",1997
"Mtt.glauc2",1996
"Mtt.glauca",1996
"Mtt.nivalb",46175
"Non.africa",46171
"Non.angios",46172
"Non.fastid",46173
"Non.helvat",37484
"Non.plychr",46176
"Non.pusill",46177
"Non.rectic",46178
"Non.roseol",46179
"Non.salmo2",46181
"Non.salmon",46181
"Non.spiral",46182
"Pbs.longsp",28887
"Pms.paront",58119
"Sts.album",47479
"Sts.ameth2",2002
"Sts.amethy",2002
"Sts.brasil",47480
"Sts.carneu",47481
"Sts.cinnab",47482
"Sts.clavif",47483
"Sts.fragi2",46186
"Sts.fragil",46186
"Sts.korean",47484
"Sts.longs2",46187
"Sts.longsp",46187
"Sts.nondia",35764
"Sts.nondi3",35764
"Sts.nondi2",35764
"Sts.pvulgr",35765
"Sts.pvulg3",35765
"Sts.pvulg2",35765
"Sts.roseum",2001
"Sts.roseu5",2001
"Sts.roseu2",2001
"Sts.roseu3",2001
"Sts.roseu4",2001
"Sts.rubrum",47485
"Sts.43137",47486
"Sts.viola3",46188
"Sts.viola2",46188
"Sts.violac",46188
"Sts.viral3",46189
"Sts.viralb",46189
"Sts.viral2",46189
"Sts.vulga4",46190
"Sts.vulga2",46190
"Sts.vulga3",46190
"Sts.vulgar",46190
"Amd.aurant",46204
"Amd.globos",46203
"Amd.libano",46162
"Amd.atramn",1990
"Amd.citrea",46158
"Amd.coerul",46159
"Amd.cremea",1991
"Amd.echino",1992
"Amd.fulves",46160
"Amd.kijani",46161
"Amd.kijan2",46161
"Amd.lutflu",46163
"Amd.macra",46164
"Amd.madura",1993
"Amd.madur2",1993
"Amd.rugato",1994
"Amd.verru2",46165
"Amd.verruc",46165
"Tmms.chromogen.rrnB",35622
"Tmms.chromogen.rrnA",35622
"Tmms.chromogen.rrnC",35622
"Tmms.chromogen.rrnD",35622
"Tmms.chromogen.rrnF",35622
"Tmms.chromogen.rrnE",35622
"Tmms.curva",2020
"M.bispora.A",2006
"M.bispora.C",2006
"M.bispora.D",2006
"Bif.adoles",1680
"Bif.animal",28025
"Bif.lactis",302911
"Bif.astero",1684
"Bif.bifid4",1681
"Bif.bifid5",1681
"Bif.bifidu",1681
"Bif.bifid3",1681
"Bif.breve8",1682
"Bif.breve7",1685
"Bif.breve",1682
"Bif.catenu",1686
"Bif.coryne",1687
"Bif.cunicu",1688
"Bif.dentim",1689
"Bif.indicm",1691
"Bif.infan5",1682
"Bif.infan6",1682
"Bif.infan7",1682
"Bif.infans",1682
"Bif.longu3",216816
"Bif.longum",216816
"Bif.magnum",1692
"Bif.minimm",1693
"Bif.pseudo",1694
"Bif.plongl",1694
"Bif.sp1",41200
"Bif.suis",1695
"Bif.thphil",33905
"Gar.vagina",2702
"Eub.fossor",39487
"Atp.minutu",1381
"Atp.minut2",1381
"Atp.parvul",1382
"Atp.parvu2",1382
"Atp.rimae",1383
"Atp.rimae2",1383
"Cro.glomer",33871
"Rbb.radtol",42256
"Rbb.radto2",42256
"Rbb.xylano",49319
"Mth.parvic",41950
"Ncr.simplx",2045
"Ncr.simpl3",2045
"Ncr.simpl2",2045
"Tph.whippl",2039
"Tro.whippelii.3",2039
"Tro.whippelii.1",2039
"Tro.whippelii.2",2039
"Kin.AS2953",78664
"Kin.AS2960",78659
"Kin.AS2964",78660
"Kin.AS2965",78661
"Kin.AS2978",78662
"Kin.AS2985",78663
"Kin.AS2987",78658
"Kin.AS2988",78539
"Kin.AS2989",78538
"Kin.AS3041",78665
"Kin.AS3042",78666
"Kin.AS3079",78667
"Kin.AS3080",78668
"Kin.AS3088",78669
"Kin.AS3090",78670
"Kin.AS3138",78671
"Kin.AS3142",78672
"Kin.AS3148",78673
"Kin.AS3187",78674
"Kin.AS3380",78675
"Kin.AS3381",78676
"Kin.AS3382",78677
"Kin.AS3630",78678
"Kin.AS3635",78679
"Kin.AS3641",78680
"Kin.AS3650",83783
"Aer.urinae",1376
"Aer.virida",1377
"Alb.acica2",1388
"Alb.acica3",1388
"Alb.acical",1388
"Alb.acite2",1450
"Alb.cychep",1457
"Sfb.dislfx",42808
"Sfb.spCMT1",33949
"Sfb.tsoxi2",28034
"Sfb.tsoxid",28034
"B.tusciae",33943
"Ab.anurlyt",1391
"Ab.anurly3",1391
"Ab.anurly2",1391
"Ab.migulan",47500
"Ab.migula2",47500
"B.thaeroph",143495
"Oxl.oxalic",36848
"B.flavthrm",33934
"B.acvorans",33017
"B.sp8",1409
"B.alcaloph",1445
"B.alcalop2",1445
"B.amvorans",29332
"B.amylique",1390
"B.atrophus",1452
"B.azotofor",1454
"B.azotofo2",1454
"B.badius",1455
"B.badius3",1455
"B.badius2",1455
"B.benzoevo",1456
"B.caldolyt",1394
"B.caldote2",1395
"B.caldoten",1395
"B.caldovel",33931
"B.anthracis.1",1392
"B.anthracis.3",1392
"B.anthracis.2",1392
"B.anthracis.4",1392
"B.medusa",1396
"B.cereus1",1396
"B.cereus2",1396
"B.cereus4",1396
